DISTRICT,UPAZILA/THANA,INSTITUTE TYPE,INSTITUTE LEVEL,EIIN,INSTITUTE NAME,ADDRESS,POST,MOBAILE,MANAGEMENT,MPO,STUDY TYPE,AREA,GEOGRPY
Noakhali,Companiganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,133262,HAZARI HAT HIGH  SCHOOL AND B. M. COLLEGE,CHARHAZARI,CHARHAZARI,1711583971,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,COASTAL AREA
Noakhali,Hatiya,SCHOOL & COLLEGE,HIGHER SECONDARY ,107424,TAMARADDI HIGH SCHOOL AND COLLEGE,TAMARADDI,TAMARADDI,1716209857,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,
Noakhali,Senbagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,107490,BATAKANDI ADARSHA  SCHOOL AND COLLEGE,BATAKANDI,MANIKPUR,1309107490,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Noakhali,Subarnachar,SCHOOL & COLLEGE,HIGHER SECONDARY ,107520,PURBA  CHARBATA  HIGH  SCHOOL  AND  COLLEGE,PURBA CHARBATA,SOMIRHAT,1715276618,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Noakhali,Subarnachar,SCHOOL & COLLEGE,HIGHER SECONDARY ,107602,HAZI MOSHAREF HOSSAN   SCHOOL AND COLLEGE,CHAR BATA,CHAR BATA,1713604579,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,TEA GARDEN
Noakhali,Noakhali Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,107564,ASWADIA GIRLS  SCHOOL AND COLLEGE,ASWADIA,DINMONIR HAT,1878852289,PRIVATE,Yes,GIRLS,RURAL,PLAIN LAND
Noakhali,Noakhali Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,131311,NOAKHALI RESIDENTIAL SCHOOL & COLLEGE,NOAKHALI MOWZA,PAK KISORGONG,1824947789,PRIVATE,No,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,PLAIN LAND
Rangamati,Kawkhali (Betbunia),SCHOOL & COLLEGE,HIGHER SECONDARY ,132144,SRIJONEE TRUST SCHOOL AND COLLEGE,SRIJONEE SHIKSHA NAGOR (GODAR PAR ),BETBUNIA,1815454337,PRIVATE,No,CO-EDUCATION JOINT,RURAL,HILLY AREA
Rangamati,Kaptai  Upazila,SCHOOL & COLLEGE,HIGHER SECONDARY ,107735,BANGLADESH NOUBAHINI  SCHOOL AND COLLEGE KAPTAI,BNS SHAHEED MOAZZAM,KAPTAI NUTON BAZAR,1818317108,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,HILLY AREA
Rangamati,Kaptai  Upazila,SCHOOL & COLLEGE,HIGHER SECONDARY ,107739,KARNAPHULI PAPER MILLS HIGH SCHOOL & COLLEGE,KOLABAGHAN,CHANDRAGHONA,1710915044,PRIVATE,No,C0-EDUCATION SEPARATE,OTHER POURA AREA,HILLY AREA
Rangamati,Rangamati Sadar  Up,SCHOOL & COLLEGE,HIGHER SECONDARY ,107796,LAKERS' PUBLIC SCHOOL AND COLLEGE,KATHALTOLI,RANGAMATI,1849651670,PRIVATE,No,CO-EDUCATION JOINT,DISTRICT SADAR POURA,HILLY AREA
Dhaka,Badda,SCHOOL & COLLEGE,HIGHER SECONDARY ,107841,BADDA ALATUNNESSA HIGHER SECONDARY SCHOOL,"SOUTH BADDA, P-41",GULSHAN,1913859522,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,SCHOOL & COLLEGE,HIGHER SECONDARY ,108021,SATARKUL SCHOOL AND COLLEGE,SATARKUL,SATARKUL,1309108021,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,SCHOOL & COLLEGE,HIGHER SECONDARY ,131945,NATIONAL COLLEGE,"KHA-194, IDRIS POINT, PROGOTI SARANI, MIDDLE BADDA",GULSHAN,1745993722,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,SCHOOL & COLLEGE,HIGHER SECONDARY ,132140,CAMBRIAN SCHOOL AND COLLEGE,"23,PROGOTI SORONI",GULSHAN,1720557177,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,SCHOOL & COLLEGE,HIGHER SECONDARY ,136913,ROTNOGORVA FARIDA ZAMAN SCHOOL AND COLLEGE,"SHA-79/A, NORTH BADDA, DHAKA-1212",BADDA,1732646064,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Bangshal,SCHOOL & COLLEGE,HIGHER SECONDARY ,108138,ANOWARA BEGUM MUSLIM GIRLS SCHOOL & COLLEGE,13 NO. NAZIMUDDIN ROAD,CHAWKBAZAR,1309108138,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Bangshal,SCHOOL & COLLEGE,HIGHER SECONDARY ,108139,AHMED BAWANY ACADEMY SCHOOL & COLLEGE,"3,4,5 K P GHOSH STREET",DHAKA SADAR,1309108139,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Biman Bandar,SCHOOL & COLLEGE,HIGHER SECONDARY ,108543,"CIVIL AIVATION SCHOOL AND COLLEGE, KURMITOLA","CAAB STAFF QUARTER, KURMITOLA",KHILKETH,1769905760,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Banani,SCHOOL & COLLEGE,HIGHER SECONDARY ,108023,I.P.H SCHOOL AND COLLEGE,"COLLEGE ROAD,SATTOLA, MOHAKHALI, BANANI,DHAKA-1212",GULSHAN,1712217264,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Cantonment,SCHOOL & COLLEGE,HIGHER SECONDARY ,107854,"B N COLLEGE,DHAKA",NABIK COLONY,DHAKA CANTONMENT,1769702700,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Cantonment,SCHOOL & COLLEGE,HIGHER SECONDARY ,107859,B A F SHAHEEN COLLEGE KURMITOLA,DHAKA SENANIBUS,DHAKA CANTT.,1769905560,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Cantonment,SCHOOL & COLLEGE,HIGHER SECONDARY ,107860,BALUGHAT HIGH SCHOOL & COLLEGE,BALUGHAT,DHAKA CANT.,1309107860,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Cantonment,SCHOOL & COLLEGE,HIGHER SECONDARY ,132090,DHAKA CANT: GIRLS PUBLIC SCHOOL AND COLLEGE,DHAKA CANTOMENT,DHAKA CANTOMENT,1552377200,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Cantonment,SCHOOL & COLLEGE,HIGHER SECONDARY ,132143,SAHID BIR UTTAM ANWAR GIRLS  SCHOOL & COLLEGE,DHAKA SANA NIBASH,CANTONMENT ,1769017706,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Cantonment,SCHOOL & COLLEGE,HIGHER SECONDARY ,133937,BANGLADESH INTERNATIONAL SCHOOL AND COLLEGE(BISC),"NEW DOHS,MOHAKHALI, ROAD NO: 27",DHAKA CANTT,1738384514,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Cantonment,SCHOOL & COLLEGE,HIGHER SECONDARY ,138185,NIRJHOR CANTONMENT PUBLIC SCHOOL AND COLLEGE,DHAMALCURT,DHAKA CANTONMENT,1769018334,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Cantonment,SCHOOL & COLLEGE,HIGHER SECONDARY ,138186,BANGLADESH INTERNATIONAL SCHOOL AND COLLEGE (ENGLISH VERSION),à¦­à¦¾à¦·à¦¾à¦¨à¦Ÿà§‡à¦•,DHAKA CANTONMENT,1769018657,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Chak Bazar,SCHOOL & COLLEGE,HIGHER SECONDARY ,108154,NABAKUMAR INSTITUTION & DR. SHAHIDULLAH COLLEGE," 16,UMESH DATTA ROAD,BOKSEBAZER,DHAKA-1211",POSTA,1684575317,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dakshinkhan,SCHOOL & COLLEGE,HIGHER SECONDARY ,108571,MOLLARTEK UDAYAN  HIGHER SECONDARY SCHOOOL ," MOLLARTEK, ASHKONA, DASHINKHAN, DHAKA-1230",ASHKONA,1716039406,PUBLIC,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Dakshinkhan,SCHOOL & COLLEGE,HIGHER SECONDARY ,134195,MASCOT INNOVATIVE SCHOOL AND COLLEGE," ASHKONA, HAJJ CAMP ROAD",HAJI CAMP,1711040244,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dakshinkhan,SCHOOL & COLLEGE,HIGHER SECONDARY ,137368,KC MODEL SCHOOL AND COLLEGE,275 PREMBAGAN,DAKSHINKHAN,1793560466,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Darus Salam,SCHOOL & COLLEGE,HIGHER SECONDARY ,134478,FM INTERNATIONAL SCHOOL AND COLLEGE,"137/12, C/23 PRIYANGON, KONA BARI BUS STAND",MIRPUR,1711520455,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Demra,SCHOOL & COLLEGE,HIGHER SECONDARY ,107915,SHAMSUL HOQUE KHAN SCHOOL & COLLEGE,PARADAGAR,PARADAGAR,1819187069,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Demra,SCHOOL & COLLEGE,HIGHER SECONDARY ,137075,RAFIQUL ISLAM SCHOOL AND COLLEGE,"ABDUL LATIF BHUIYAN ROAD, NEW TOWN ",TUSHARDHARA ,1309137075,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Dhamrai,SCHOOL & COLLEGE,HIGHER SECONDARY ,107919,DHAMRAI HARDINGE GOVT. MODEL HIGH SCHOOL AND COLLEGE,DHAMRAI,DHAMRAI,1724408404,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Dhaka,Dhamrai,SCHOOL & COLLEGE,HIGHER SECONDARY ,107924,SUAPUR NANNAR  SCHOOL AND COLLEGE,SUAPUR,SUAPUR,1309107924,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Dhamrai,SCHOOL & COLLEGE,HIGHER SECONDARY ,107927,JADABPUR B.M. SCHOOL AND COLLEGE,JADABPUR,JADABPUR,1738704095,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Dhanmondi,SCHOOL & COLLEGE,HIGHER SECONDARY ,107963,KAKOLI HIGH SCHOOL AND COLLEGE,"179, SATMOSJID ROAD, DHANMONDI, DHAKA",JIGATALA,1309107963,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,SCHOOL & COLLEGE,HIGHER SECONDARY ,107973,STAMFORD SCHOOL AND COLLEGE,"HOUSE# 35/A, ROAD#9/A, DHANMONDI, DHAKA-1209",DHANMONDI,1309107973,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,SCHOOL & COLLEGE,HIGHER SECONDARY ,107983,JARINA SIKDER GIRLS SCHOOL AND COLLEGE,295/A TALI OFFICE ROAD,RAYERBAZAR,1552344147,PRIVATE,No,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,SCHOOL & COLLEGE,HIGHER SECONDARY ,107984,Y. W. C. A HIGHER SECONDARY GIRLS SCHOOL,"11 GREEN SQUARE, GREEN ROAD, DHANMONDI, DHAKA-1205",NEW MARKET,1920397222,PRIVATE,No,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,SCHOOL & COLLEGE,HIGHER SECONDARY ,108356,NATIONAL BANK PUBLIC SCHOOL AND COLLEGE,"309, WEST DHANMONDI, RAYERBAZAR, DHAKA.",RAYER BAZAR,1572086437,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,SCHOOL & COLLEGE,HIGHER SECONDARY ,133712,DHAKA PUBLIC SCHOOL AND COLLEGE,"57,9/A",GHIGATALA,1711102827,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,SCHOOL & COLLEGE,HIGHER SECONDARY ,133717,SCHOLARS SCHOOL AND COLLEGE,"HOUSE 71, ROAD 7/A",DHANMONDI,1309133717,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,SCHOOL & COLLEGE,HIGHER SECONDARY ,134168,COLLEGE OF DEVELOPMENT ALTERNATIVE (CODA),"HOUSE-23, ROAD-14/A(NEW)",JIGATOLA,1915222520,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Dohar,SCHOOL & COLLEGE,HIGHER SECONDARY ,107994,BEGUM AYESHA PILOT GIRLS' HIGH SCHOOL AND COLLEGE,JOYPARA,JOYPARA,1712838005,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Dhaka,Dohar,SCHOOL & COLLEGE,HIGHER SECONDARY ,108011,MALIKANDA MEGHULA SCHOOL AND COLLEGE,MALIKANDA,MEGHULA,1309108011,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Bhasan Tek,SCHOOL & COLLEGE,HIGHER SECONDARY ,108048,BHASANTEK  SCHOOL AND COLLEGE,84/16/A,DHAKA CANT.,1711456511,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Gulshan,SCHOOL & COLLEGE,HIGHER SECONDARY ,108016,BANANI BIDYANIKETAN SCHOOL & COLLEGE,BANANI ABASHIK ALAKA,BANANI,1914540924,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Gulshan,SCHOOL & COLLEGE,HIGHER SECONDARY ,108037,GULSHAN MODEL HIGH SCHOOL AND COLLEGE,86,GULSHAN,1309108037,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Gulshan,SCHOOL & COLLEGE,HIGHER SECONDARY ,108038,GOVT. KALACHADPUR HIGH SCHOOL AND COLLEGE,KALACHADPUR,GULSHAN,1799685343,PUBLIC,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Hazaribagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,108140,HAZARIBAG GIRLS HIGH SCHOOL AND COLLEGE(BM),2 & 3 NILAMBOR SHAHA ROAD,NEWMARKET,1711179628,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Hazaribagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,108165,SALEHA UCHCHA MADHYAMIK BIDYALAYA,61 NILLAMBOR SAHA ROAD,NEWMARKET,1309108165,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,SCHOOL & COLLEGE,HIGHER SECONDARY ,107863,PARADGAR IDEAL SCHOOL AND COLLEGE,MOMEN BAGH,PARADOGA,1309107863,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,RIVER SIDE/CHAR
Dhaka,Jatrabari,SCHOOL & COLLEGE,HIGHER SECONDARY ,107877,JATRABARI IDEAL HIGH SCHOOL AND COLLEGE,14/5/B PURBO UTTAR JATRABARI,FARIDABAD,1309107877,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,SCHOOL & COLLEGE,HIGHER SECONDARY ,107886,MANNAN HIGH SCHOOL AND COLLEGE ,PARADOGAR,PARA DAGAR,1309107886,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,SCHOOL & COLLEGE,HIGHER SECONDARY ,107914,BARNAMALA ADARSHA UCHACHA MADHYAMIK  BIDHYALAYA,NURPUR-NOYAPARA,DHANIA,1912072498,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,SCHOOL & COLLEGE,HIGHER SECONDARY ,107916,SHASEED ZIA GIRLA HIGH SCHOOL AND COLLEGE,82/12/2 UTTAR JATRABARI,FARIDABAD,1792402686,PRIVATE,Yes,GIRLS,,PLAIN LAND
Dhaka,Jatrabari,SCHOOL & COLLEGE,HIGHER SECONDARY ,108501,KARATITOLA C.M.S. MEMORIAL HIGH SCHOOL AND COLLEGE,"42/1, KARATITOLA",DHAKA SADAR,1996168096,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,SCHOOL & COLLEGE,HIGHER SECONDARY ,136763,NEW VISION SCHOOL AND COLLEGE,HOUSE NO-200/137,HABIBNAGAR,1726301666,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Kafrul,SCHOOL & COLLEGE,HIGHER SECONDARY ,107858,"B A F SHAHEEN COLLEGE,KAFRUL, DHAKA",BIMANBANDAR ROAD,DHAKA CANTT.,1769975770,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Kafrul,SCHOOL & COLLEGE,HIGHER SECONDARY ,108214,BANOPHOOL ADIBASHI GREEN HEART COLLEGE,MAIN ROAD - 1,MIRPUR,1309108214,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Kafrul,SCHOOL & COLLEGE,HIGHER SECONDARY ,108215,S O S HERMAN GMEINER COLLEGE. DHAKA,PLOT NO 3/ B,MIRPUR,1309108215,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Kafrul,SCHOOL & COLLEGE,HIGHER SECONDARY ,132127,SHAHEED POLICE SMRITY  COLLEGE,POLICE COMPLEX,DHAKA KENTONMENT,1718700732,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Kafrul,SCHOOL & COLLEGE,HIGHER SECONDARY ,134578,GLORY SCHOOL AND COLLEGE,129 WEST KAFRUL,SHER-E-BANGLANAGAR,1715537311,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Kadamtali,SCHOOL & COLLEGE,HIGHER SECONDARY ,108473,SHYAMPUR BOHUMUKHI HIGH SCHOOL AND COLLEGE,SHYAMPUR HIGH SCHOOL ROAD,FARIDABAD,1309108473,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Kadamtali,SCHOOL & COLLEGE,HIGHER SECONDARY ,108481,A. K.  HIGH SCHOOL AND COLLEGE,DHANIA,DHANIA,1309108481,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Kadamtali,SCHOOL & COLLEGE,HIGHER SECONDARY ,132066,SHYAMPUR GOVT. MODEL SCHOOL AND COLLEGE,5 NO ROAD KODOMTOLI,FORIDABAD,1711859449,PUBLIC,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Kadamtali,SCHOOL & COLLEGE,HIGHER SECONDARY ,134716,BRIGHT SCHOOL AND COLLEGE,"648, SARAI, DHANIA",DHANIA,1711245897,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Kalabagan,SCHOOL & COLLEGE,HIGHER SECONDARY ,107985,MEHERUNNISA GIRLS SCHOOL & COLLEGE,"54/1, NORTH CIRCULAR ROAD",NEWMARKET,1713060997,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,SCHOOL & COLLEGE,HIGHER SECONDARY ,108061,KHILGOAN GOVT. COLONY  HIGHER SECONDARY SCHOOL,560/C,KHILGOAN,1309108061,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,SCHOOL & COLLEGE,HIGHER SECONDARY ,108375,ALI AHMED HIGH SCHOOL AND COLLEGE,441,KHILGAON,1911575879,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,SCHOOL & COLLEGE,HIGHER SECONDARY ,108376,KHILGOAN GOVT HIGH SCHOOL ,1,KHILGAON,1817542274,PUBLIC,No,BOYS,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,SCHOOL & COLLEGE,HIGHER SECONDARY ,108379,DAKHIN BANASREE MODEL HIGH SCHOOL AND COLLEGE,G- 28,KHILGOAN,1718939880,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,SCHOOL & COLLEGE,HIGHER SECONDARY ,108387,KHILGAON GIRLS SCHOOL AND COLLAGE,,KHILGAON,1812190461,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,SCHOOL & COLLEGE,HIGHER SECONDARY ,131634,DHAKA IDEAL COLLEGE,"379/B, KHILGAON",KHILGAON,1817103705,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,SCHOOL & COLLEGE,HIGHER SECONDARY ,132078,NATIONAL IDEAL COLLEGE,"730/5/1, BLOCK-C",KHILGAON,1715425444,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,SCHOOL & COLLEGE,HIGHER SECONDARY ,132096,DHAKA EASTERN COLLEGE,"B-91/B, SOUTH BONOSREE , PROJECT KHILGOAN , DHAKA-",KHILGOAN,1716978491,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,SCHOOL & COLLEGE,HIGHER SECONDARY ,134172,QUALITY EDUCATION COLLEGE,434/C KHILGAON,KHILGAON,1554314494,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,SCHOOL & COLLEGE,HIGHER SECONDARY ,134601,BANGLADESH IDEAL SCHOOL AND COLLEGE,"624 C,KHILGAON",KHILGAON,1309134601,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Khilkhet,SCHOOL & COLLEGE,HIGHER SECONDARY ,107823,KURMITOLA HIGH SCHOOL AND COLLEGE,KHILKET,KHILKHET,1715645538,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Keraniganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,108074,ADHYAPAK HAMIDUR RAHMAN SCHOOL AND COLLEGE,ALUKANDA,KONDA,1912828356,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,TEA GARDEN
Dhaka,Keraniganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,108085,ATI BHAWAL UCHCHA MADHAMIK BIDYALAYA,BHAWAL  MONOHORIA,ATI,1309108085,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Keraniganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,108098,"RAJABARI HIGH SCHOOL AND COLLEGE,KERANIGANJ",RAJABARI,RAJABARI,1309108098,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Keraniganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,108118,ZINZIRA P M PILOT HIGHER SECONDARY SCHOOL ,ZINZIRA,KERANIGONJ,1700766719,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Keraniganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,108119,BORISHUR ANCHALIC UCHCHA MADYAMIC BIDYALAYA,BARISUR,BRAHMAN KITTA,1715769263,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Keraniganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,108120,BAGHAPUR HIGH SCHOOL & COLLEGE,ROSULPUR,ABDULLAHPUR,1710079467,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Keraniganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,108121,KERANIGONJ GIRLS' SCHOOL AND COLLEGE,Kalindi,Keraniganj,1714395056,PRIVATE,Yes,GIRLS,UPAZILA SADAR NOT POURA,PLAIN LAND
Dhaka,Lalbagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,108145,RAHMATULLAH MODEL HIGH SCHOOL AND COLLEGE,"92, LALBAG ROAD",POSTA,1716379768,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Lalbagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,108146,ENGINEERING UNIVERSITY GIRLS SCHOOL AND COLLEGE,DHAKESHWARY,GPO - 10000,1309108146,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Lalbagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,108161,BIRSHRESHTHA NOOR MOHAMMAD PUBLIC COLLEGE,PILKHANA,NEW MARKET,1769600206,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Lalbagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,108163,GOVT. AZIMPUR GIRIS SCHOOL & COLLEGE,49/E AZIMPUR ROAD,NEWMARKET,1309108163,PUBLIC,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Lalbagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,108164,AGRANI GIRLS SCHOOL & COLLEGE,38/1,NEWMARKET,1710694884,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Lalbagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,108166,NATUN POLTON LINE HIGHER SECONDARY SCHOOL,"189, NATUN PALTAN LINE",NEWMARKET,1755618462,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Lalbagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,130642,RAYHAN SCHOOL & COLLEGE,"37/6A, AZIMPUR ROAD",NEWMARKET,1916802393,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Lalbagh,SCHOOL & COLLEGE,HIGHER SECONDARY ,132081,LALBAGH GOVT. MODEL SCHOOL & COLLEGE,43/2 R.N.D,POSTA,1747129986,PUBLIC,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
