DISTRICT,UPAZILA/THANA,INSTITUTE TYPE,INSTITUTE LEVEL,EIIN,INSTITUTE NAME,ADDRESS,POST,MOBAILE,MANAGEMENT,MPO,STUDY TYPE,AREA,GEOGRPY
Barguna,Amtali,SCHOOL & COLLEGE,HIGHER SECONDARY ,100116,UTTAR SONAKHALI SCHOOL & COLLEGE,UTTAR SONAKHLI,SONAKHALI,1714630552,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,COASTAL AREA
Barguna,Bamna,SCHOOL & COLLEGE,HIGHER SECONDARY ,100118,GOVT.  SARWARJAN PILOT MODEL  SCHOOL AND COLLEGE,PURBO SHAFIPUR,SHAFI PUR,1309100118,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,RIVER SIDE/CHAR
Barguna,Barguna Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,100163,NALI MUSLIM HIGHER SECONDARY SCHOOL,NALI,NALI,1309100163,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,TEA GARDEN
Barguna,Barguna Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,100173,ROAD PARA SHAHID SMIRITY HIGH SCHOOL,ROAD PARA,ROADPARA HAT,1309100173,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,TEA GARDEN
Barguna,Barguna Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,100183,GARJONBUNIA HIGH SCHOOL  AND COLLEGE,GARJONBUNIA,SHIALIA,1309100183,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,COASTAL AREA
Barguna,Betagi,SCHOOL & COLLEGE,HIGHER SECONDARY ,100248,KADBHANU MEMORIAL GIRLS HIGH SCHOOL AND COLLEGE,AYLA CHANDKHALI,AYELA CHANDKHALI,1736912115,PRIVATE,Yes,GIRLS,RURAL,RIVER SIDE/CHAR
Barguna,Betagi,SCHOOL & COLLEGE,HIGHER SECONDARY ,100256,BIBICHINI NIAMITO UNITED HIGH SCHOOL AND COLLEGE,BIBICHINI,NIAMATI,1309100256,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barguna,Betagi,SCHOOL & COLLEGE,HIGHER SECONDARY ,100299,BETAGI  GIRLS  HIGHER   SECONDARY  SCHOOL,H.NO-64. WARD NO-07.   BETAGI,BETAGI,1716447147,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Barguna,Patharghata,SCHOOL & COLLEGE,HIGHER SECONDARY ,100310,KATHALTALI SAPTAGRAM HIGH SCHOOL AND COLLEGE,KATHALTALI,HOSSAINPUR,1720156991,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barguna,Patharghata,SCHOOL & COLLEGE,HIGHER SECONDARY ,100317,KIRANPUR HIGH SCHOOL AND COLLEGE,KIRANPUR,MANIKKHALI,1721872201,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Agailjhara,SCHOOL & COLLEGE,HIGHER SECONDARY ,100353,PAISA SECONDARY SCHOOL AND COLLEGE,PAISA,PAYSAR HAT,1715405672,PRIVATE,Yes,C0-EDUCATION SEPARATE,RURAL,PLAIN LAND
Barisal,Agailjhara,SCHOOL & COLLEGE,HIGHER SECONDARY ,100355,ASKAR KALIBARI SECONDARY SCHOOL AND COLLEGE,ASKAR,ASKAR,1715306225,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Agailjhara,SCHOOL & COLLEGE,HIGHER SECONDARY ,100362,CHHOYGRAM SECONDARY SCHOOL AND COLLEGE,CHHOYGRAM,BARAHAZAR,1911167671,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Agailjhara,SCHOOL & COLLEGE,HIGHER SECONDARY ,100384,"ADARSHA HIGH SCHOOL AND COLLAGE,MOHONKATHI",MOHONKATHI,BARHAZAR,1718859899,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Agailjhara,SCHOOL & COLLEGE,HIGHER SECONDARY ,100386,BAGDHA  SECONDARY  SCHOOL  &  COLLEGE,BAGDHA,BAGDHA,171883009,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,HAOUR/BIL
Barisal,Agailjhara,SCHOOL & COLLEGE,HIGHER SECONDARY ,100387,BAHADURPUR NISHIKANTA GAIN GIRL'S SCHOOL & COLLEGE,BAHADURPUR,BAHADURPUR,1834070057,PRIVATE,Yes,GIRLS,RURAL,PLAIN LAND
Barisal,Babuganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,100399,MOHONGANJ HIGH SCHOOL AND COLLEGE,CHATIA,CHANDPASHA,1712728013,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Babuganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,100408,RASHED KHAN MENON MODEL  SCHOOL  AND COLLEGE,KHANPURA,BABUGANJ(KHANPURA),1718031427,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,PLAIN LAND
Barisal,Babuganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,100443,BARISAL CADET COLLEGE,PRATAPPUR,CADET COLLEGE,1769011236,PRIVATE,No,BOYS,UPAZILA SADAR PORA,PLAIN LAND
Barisal,Babuganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,100444,MADDHABPASHA CHANDRADIP HIGH SCHOOL AND COLLEGE,MADHABPASHA,MADHABPASHA,1716682211,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,PLAIN LAND
Barisal,Babuganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,100445,KADERPUR SONARBANGLA HIGHER SECONDARY SCHOOL,SOUTH BHUTER DIYA,KEDARPUR,1745153168,PRIVATE,Yes,C0-EDUCATION SEPARATE,RURAL,PLAIN LAND
Barisal,Babuganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,100446,CHANDPASHA HIGH SCHOOL AND COLLEGE,BOKSHERCHOR,LAKHUTIA,1711194342,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,RIVER SIDE/CHAR
Barisal,Bakerganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,100492,K. G. S.SECONDARY SCHOOL AND COLLEGE, KRISHNAKATI,GOMA DUDHAL,1309100492,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Bakerganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,100600,BADALPARA HIGH SCHOOL AND COLLEGE,BADALPARA,BADAL PARA,1718898071,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Banari Para,SCHOOL & COLLEGE,HIGHER SECONDARY ,100661,MASJIDBARI SECONDARY SCHOOL AND COLLEGE,MASJIDBARI,MASJIDBARI,1712520537,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Gaurnadi,SCHOOL & COLLEGE,HIGHER SECONDARY ,100665,PALORDI  SCHOOL AND COLLEGE,"5,785,578,757,885,780",GOURNADI,1710884213,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Barisal,Gaurnadi,SCHOOL & COLLEGE,HIGHER SECONDARY ,100707,GOURNADI GIRLS SCHOOL AND COLLEGE,CHAR GADHATOLI,GOURNADI,1912165615,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Barisal,Hizla,SCHOOL & COLLEGE,HIGHER SECONDARY ,100712,KAURIA HIGH SCHOOL AND COLLEGE,MASKATA,KAWRIA  BANDAR,1726914090,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Barisal Sadar (Kotwali),SCHOOL & COLLEGE,HIGHER SECONDARY ,100751,JAGADISH SARASWAT GIRLS SCHOOL AND COLLEGE,KALIBARI ROAD,BARISAL,1531215136,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Barisal,Barisal Sadar (Kotwali),SCHOOL & COLLEGE,HIGHER SECONDARY ,100812,KASHIPUR  GIRLS HIGH SCHOOL & COLLEGE,GANAPARA,GANAPARA,1309100812,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Barisal,Barisal Sadar (Kotwali),SCHOOL & COLLEGE,HIGHER SECONDARY ,100880,KASHIPUR  HIGH  SCHOOL  & COLLEGE,ISAKATI,KASHIPUR,1309100880,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Barisal,Barisal Sadar (Kotwali),SCHOOL & COLLEGE,HIGHER SECONDARY ,100881,TALUKDER  HAT SCHOOL &  COLLEGE,CHANDPURA,TALUKDER HAT,1744171611,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,PLAIN LAND
Barisal,Barisal Sadar (Kotwali),SCHOOL & COLLEGE,HIGHER SECONDARY ,100882,KARNOKATHI G.R. HIGH SCHOOL & COLLEGE,KARNAKATI,KARNAKATI,1309100882,PRIVATE,Yes,C0-EDUCATION SEPARATE,UPAZILA SADAR NOT POURA,PLAIN LAND
Barisal,Barisal Sadar (Kotwali),SCHOOL & COLLEGE,HIGHER SECONDARY ,132091,BARISAL MODEL SCHOOL AND COLLEGE,RAJA BAHADOR ROAD,BARISHAL,1309132091,PUBLIC,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Barisal,Mehendiganj,SCHOOL & COLLEGE,HIGHER SECONDARY ,100895,LENGUTIA MUSLIM SECONDARY SCHOOL  AND COLLEGE,KAJUR CHAR,LENGUTIA,1745620126,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Wazirpur,SCHOOL & COLLEGE,HIGHER SECONDARY ,101022,HARTA SECONDARY SCHOOL AND COLLEGE,HARTA,HARTA,1748932821,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,HAOUR/BIL
Barisal,Wazirpur,SCHOOL & COLLEGE,HIGHER SECONDARY ,101038,SATLA HIGHER SECONDARY SCHOOL AND COLLEGE,SATLA,SATLA,1309101038,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Barisal,Wazirpur,SCHOOL & COLLEGE,HIGHER SECONDARY ,139068,MOSHANG   GIRLS  SCHOOL AND COLLEGE,MOSHANG,MOSHANG,1552480421,PRIVATE,No,GIRLS,RURAL,PLAIN LAND
Bhola,Bhola Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,101109,BHOLA ABDUR ROB HIGH SCHOOL  AND COLLEGE,HASPATAL ROAD,BHOLA,1711194121,PRIVATE,Yes,CO-EDUCATION JOINT,DISTRICT SADAR POURA,PLAIN LAND
Bhola,Bhola Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,101154,WEST BAPTA IDEAL HIGH SCHOOL  AND COLLEGE,WEST BAPTA,BAPTA,1719816455,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,PLAIN LAND
Bhola,Bhola Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,101213,SHAHID ZIA ADARSHA GIRLS HIGH SCHOOL AND COLLEGE,"752, ABHWA OFFICE ROAD",BHOLA,1309101213,PRIVATE,Yes,GIRLS,DISTRICT SADAR POURA,PLAIN LAND
Bhola,Bhola Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,101214,ALINAGAR HIGH SCHOOL & COLLEGE,ALI NAGAR,ALI NAGAR,1796379767,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Bhola,Bhola Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,101215,CHAR ZANGALIA  SCHOOL & COLLEGE,CHAR ZANGALIA,MEDUA,1716083188,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,TEA GARDEN
Bhola,Lalmohan,SCHOOL & COLLEGE,HIGHER SECONDARY ,101493,RAMAGANJ HIGH SCHOOL  AND COLLEGE,RAMAGANJ SECONDARY SCHOOL&COLLEGE,KARTAR HAT,1733904067,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Bhola,Lalmohan,SCHOOL & COLLEGE,HIGHER SECONDARY ,101503,GAZARIA GIRLS SCHOOL AND COLLEGE,PASCHIM CHAR UMED,GAZARIA,1716217739,PRIVATE,Yes,GIRLS,RURAL,PLAIN LAND
Bhola,Lalmohan,SCHOOL & COLLEGE,HIGHER SECONDARY ,101506,BALUR CHAR DALAL BAZAR SCHOOL AND COLLEGE,BALURCHOR,BALURCHAR,1741610186,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,
Bhola,Lalmohan,SCHOOL & COLLEGE,HIGHER SECONDARY ,101511,PANGASHIA SCHOOL AND COLLEGE,PANGASHIA,GAZARIA,1712583372,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Jhalokati,Jhalokati Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,101643,KHAYERHAT FAZLUL HAQ  SCHOOL AND COLLEGE,SHEKERHAT,SHEKHERHAT,1740595664,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Jhalokati,Jhalokati Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,101651,NABAGRAM MODEL HIGH SCHOOL AND COLLEGE,NABGRAM,NABAGRAM,1719938919,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Jhalokati,Jhalokati Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,101657,SACHILAPUR KISTAKTI  SCHOOL AND COLLEGE,KISTAKTI,DAKKHIN KISTAKATI,1712569256,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,RIVER SIDE/CHAR
Jhalokati,Jhalokati Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,101672,SYEDA JAMILA KHATUN GIRLS HIGH SCHOOL & COLLEGE,CHACHAIR,CHACHAIR,1712940670,PRIVATE,Yes,GIRLS,RURAL,PLAIN LAND
Jhalokati,Jhalokati Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,101714,SHIRJUG AZIMUNNESSA GIRLS  SCHOOL & COLLEGE,SHIRJUG,SHIRJUG,1716855296,PRIVATE,Yes,GIRLS,RURAL,RIVER SIDE/CHAR
Jhalokati,Kanthalia,SCHOOL & COLLEGE,HIGHER SECONDARY ,101717,KATHALIA PILOT GIRLS SECONDARY SCHOOL AND COLLEGE,KATHALIA,KATHALIA,1771533999,PRIVATE,Yes,GIRLS,UPAZILA SADAR NOT POURA,PLAIN LAND
Jhalokati,Kanthalia,SCHOOL & COLLEGE,HIGHER SECONDARY ,101723,BANAI SCHOOL & COLLAGE,BANAI,BANAI HAT,1715167794,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Jhalokati,Kanthalia,SCHOOL & COLLEGE,HIGHER SECONDARY ,101728,AMUA GIRLS HIGH SCHOOL AND COLLEGE,AMUA,AMUA,1721328477,PRIVATE,Yes,GIRLS,RURAL,PLAIN LAND
Jhalokati,Kanthalia,SCHOOL & COLLEGE,HIGHER SECONDARY ,101788,PASCHIM  CHHITKI SECOUNDERY  SCHOOL & COLLEGE,PASCHIM CHHITKI,PASCHIM CHHITKI,1715309762,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Jhalokati,Nalchity,SCHOOL & COLLEGE,HIGHER SECONDARY ,101796,NALBANIA MAHABBAT ALI HIGH SCHOOL AND COLLEGE,NALBUNIA,BHERUNBARIA,1709902347,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Jhalokati,Nalchity,SCHOOL & COLLEGE,HIGHER SECONDARY ,101797,NALCHITY GIRLSâ€™ SCHOOL & COLLEGE,"64,65 GIRLS' SCHOOL ROAD,NALCHITY",NALCHITY,1712509196,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Jhalokati,Nalchity,SCHOOL & COLLEGE,HIGHER SECONDARY ,101799,NALCHITY MERCHANTS MODEL GOVT. HIGH SCHOOL AND COLLEGE,NALCHITY,NALCHITY,1309101799,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Jhalokati,Nalchity,SCHOOL & COLLEGE,HIGHER SECONDARY ,101803,RANA PASHA HIGH SCHOOL AND COLLEGE," RANA PASHA, 4 NO",BHABANIPUR,1716715788,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Jhalokati,Nalchity,SCHOOL & COLLEGE,HIGHER SECONDARY ,138081,FEROZA AMU SCHOOL AND COLLEGE,KANDAPASHA,TIMIRKATHI,1718205249,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Patuakhali,Bauphal,SCHOOL & COLLEGE,HIGHER SECONDARY ,101986,KANAKDIA SIR SALIMULLAH SCHOOL AND COLLEGE,KANAKDIA,KANAKDIA,1309101986,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Patuakhali,Bauphal,SCHOOL & COLLEGE,HIGHER SECONDARY ,101989,DHULIA HIGHER SECONDARY SCHOOL AND COLLEGE,GHURCHAKATI,GHURCHAKATI,1714598472,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Patuakhali,Dumki Upazila,SCHOOL & COLLEGE,HIGHER SECONDARY ,102187,SRIJANEE BIDYANIKETAN,TECNOLOGY UNIVERSITY ROAD,DUMKI,1309102187,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,PLAIN LAND
Patuakhali,Galachipa,SCHOOL & COLLEGE,HIGHER SECONDARY ,102221,CHAR AGASTI HIGH SCHOOL AND COLLEGE,CHAR AGASTI,CHAR AGASTI,1733165052,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,RIVER SIDE/CHAR
Patuakhali,Galachipa,SCHOOL & COLLEGE,HIGHER SECONDARY ,102274,GALACHIPA IDEAL SCHOOL AND COLLEGE,"108, COLLEGE ROAD",GALACHIPA,1309102274,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Patuakhali,Galachipa,SCHOOL & COLLEGE,HIGHER SECONDARY ,102337,ULANIA HAT HIGH SCHOLL AND COLLEGE,ULANIA,ULANIA BANDAR,1721059279,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Patuakhali,Patuakhali Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,102602,BOTOL BUNIA SCHOOL & COLLEGE,BOTOL BUNIA,NANDIPARA,1309102602,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Pirojpur,Bhandaria,SCHOOL & COLLEGE,HIGHER SECONDARY ,102613,TELIKHALI HIGH SCHOOL AND COLLEGE,TELIKHALI,TELIKHALI,1309102613,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,RIVER SIDE/CHAR
Pirojpur,Bhandaria,SCHOOL & COLLEGE,HIGHER SECONDARY ,102686,SINGH KHALI SECONDARY SCHOOL & COLLEGE,SINGH KHALI,SINGHKHALI,1717655164,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Pirojpur,Kawkhali,SCHOOL & COLLEGE,HIGHER SECONDARY ,102696,"E. G. S SHIKHA NIKETON , RAGHUNATHPUR",RAGHUNATH PUR,KAWKHALI,1711219240,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Pirojpur,Mathbaria,SCHOOL & COLLEGE,HIGHER SECONDARY ,102726,MIRUKHALI HIGH SCHOOL  AND COLLEGE,MIRUKHALI,MIRUKHALI,1309102726,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Pirojpur,Nazirpur Upazila,SCHOOL & COLLEGE,HIGHER SECONDARY ,102823,DIGHIRJAN  SCHOOL  AND COLLEGE,DIGHIRJAN,DIGHIRJAN,1718928652,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Pirojpur,Nazirpur Upazila,SCHOOL & COLLEGE,HIGHER SECONDARY ,102894,GAOKHALI SECONDARY SCHOOL AND COLLEGE,GAOKHALI,GAOKHALI ,1309102894,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Pirojpur,Pirojpur Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,102916,JINNAT ALI MEMORIAL SECONDARY SCHOOL AND COLLEGE,KALAKHALI,KALAKHALI,1719457458,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Pirojpur,Nesarabad (Swarupkati),SCHOOL & COLLEGE,HIGHER SECONDARY ,103013,EAST JALA BARI ADARSHA HIGHER SECONDARY  SCHOOL AND COLLEGE,JALABARI,JALABARI,1716154562,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Pirojpur,Nesarabad (Swarupkati),SCHOOL & COLLEGE,HIGHER SECONDARY ,103040,ARAMKATI HAZI IBRAHIM HIGH SCHOOL AND COLLEGE,ARAMKATI,SHANTIRHAT,1309103040,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Pirojpur,Indurkani,SCHOOL & COLLEGE,HIGHER SECONDARY ,102960,PARERHAT R.L SECONDARY SCHOOL AND COLLEGE,UMEDPUR,PARERHAT,1712275566,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Bandarban,Bandarban Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,133211,BANDARBAN CANTT PUBLIC SCHOOL AND COLLEGE,337 NO BALAGHATA MOUZA,BANDAR BAN,1769293170,PRIVATE,Yes,CO-EDUCATION JOINT,DISTRICT SADAR POURA,HILLY AREA
Bandarban,Bandarban Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,134609,BANDARBAN COLLECTORATE SCHOOL AND COLLEGE,BANDARBAN,BANDARBAN,1309134609,PRIVATE,No,CO-EDUCATION JOINT,DISTRICT SADAR POURA,HILLY AREA
Bandarban,Lama,SCHOOL & COLLEGE,HIGHER SECONDARY ,103109,CHAMBI  SCHOOL AND COLLEGE,CHARMAN PARA,AZIZNAGAR,1820042046,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,HILLY AREA
Bandarban,Lama,SCHOOL & COLLEGE,HIGHER SECONDARY ,134301,QUANTUM COSMO SCHOOL AND COLLEGE,Quantumom,SOROI,1306413163,PRIVATE,No,CO-EDUCATION JOINT,RURAL,HILLY AREA
Bandarban,Naikhongchhari,SCHOOL & COLLEGE,HIGHER SECONDARY ,103129,BAISHARI HIGH  SCHOOL AND COLLEGE,BAISHARI,BAISHARI,1811307849,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,HILLY AREA
Brahamanbaria,Akhaura,SCHOOL & COLLEGE,HIGHER SECONDARY ,103170,CHHATURA CHANDPUR SCHOOL AND COLLEGE,CHHATURA SHARIF,CHHATURA SHARIF,1726041401,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Brahamanbaria,Bijoynagar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103209,ISLAMPUR ALHAJ KAZI RAFIQUL ISLAM HIGH SCHOOL AND COLLEGE,ISLAMPUR,ISLAMPUR,1717780082,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Brahamanbaria,Brahmanbaria Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103208,SHALGAON KALISHIMA  SCHOOL AND COLLEGE,SHALGAON 509,BARA KALISHIMA,1309103208,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Brahamanbaria,Brahmanbaria Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103299,BANGLADESH GAS FIELDS SCHOOL & COLLEGE,BIRASHAR,BRAHAMANBARIA,1720664399,PRIVATE,No,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,PLAIN LAND
Brahamanbaria,Brahmanbaria Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,130883,IDEAL RESIDENTIAL SCHOOL AND COLLEGE,PAIKPARA,BRAHMANBARIA,1711129700,PRIVATE,No,CO-EDUCATION JOINT,DISTRICT SADAR POURA,PLAIN LAND
Brahamanbaria,Brahmanbaria Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,130899,LION FEROZUR RAHMAN RESIDENTIAL ACADEMY SCHOOL AND COLLEGE,RADHIKA,SULTANPUR,1717899516,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Brahamanbaria,Ashuganj,SCHOOL & COLLEGE,DEGREE (PASS) ,103312,ASHUGANJ  SARKARKHANA  SCHOOL & COLLEGE,HOUSING COLONY,SARKARKHANA,1796678885,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Brahamanbaria,Kasba,SCHOOL & COLLEGE,HIGHER SECONDARY ,103330,SERAJUL HUQ  SCHOOL AND COLLEGE,PANIA RUP,PANIARUP,1714264742,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Brahamanbaria,Nabinagar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103396,SHYAMGRAM MOHINI KISHORE  SCHOOL AND COLLEGE,SHYAMGRAM,SHYAMGRAM,1747900731,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Brahamanbaria,Nabinagar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103406,BIRGOAN SCHOOL AND COLLEGE,BIRGOAN,BIRGAON,1309103406,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,HAOUR/BIL
Brahamanbaria,Nabinagar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103408,KRISHAN NAGAR ABDUL JABBER  SCHOOL AND COLLEGE,KRISHNA NAGAR,KRISHNA NAGAR,1717684315,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Brahamanbaria,Nasirnagar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103449,GOKARNA SAYED WALI ULLAH  SCHOOL AND COLLEGE,GOKARNA,GOKARNA,1712492639,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,INDUSTRIAL AREA
Brahamanbaria,Nasirnagar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103457,BIJOYLAXMI SCHOOL AND COLLEGE,SINGHAGRAM, LAXMIPUR,1728967886,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Chandpur,Chandpur Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103510,KAMRANGA HIGH SCHOOL & COLLEGE,KAMRANGA,KAMRANGA,1812801540,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Chandpur,Chandpur Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103573,BABUR HAT HIGH SCHOOL & COLLEGE,DASDI,BABURHAT,1552475962,PRIVATE,Yes,CO-EDUCATION JOINT,DISTRICT SADAR POURA,PLAIN LAND
Chandpur,Chandpur Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103574,AL AMIN ACADEMY SCHOOL & COLLEGE,STAND ROAD,CHANDPUR,1748910464,PRIVATE,Yes,CO-EDUCATION JOINT,DISTRICT SADAR POURA,PLAIN LAND
Chandpur,Chandpur Sadar,SCHOOL & COLLEGE,HIGHER SECONDARY ,103575,KHERUDIA DELWAR HOSSAIN HIGH SCHOOL & COLLEGE,KHERUDIA,LALPUR BAZAR,1814135373,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
