DISTRICT,UPAZILA/THANA,INSTITUTE TYPE,INSTITUTE LEVEL,EIIN,INSTITUTE NAME,ADDRESS,POST,MOBAILE,MANAGEMENT,MPO,STUDY TYPE,AREA,GEOGRPY
Rajshahi,Baghmara,COLLEGE,HIGHER SECONDARY ,134884,TAHERPUR WOMEN'S COLLEGE,TAHERPUR,TAHERPUR,1712627505,PRIVATE,No,GIRLS,OTHER POURA AREA,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,DEGREE (HONORS),126424,TAHERPUR DEGREE COLLEGE,TAHERPUR,TAHERPUR,1717821537,PRIVATE,Yes,CO-EDUCATION JOINT,OTHER POURA AREA,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,DEGREE (PASS) ,126420,PANIA NARDASH DEGREE COLLEGE,NARDASH,NARDASH,1716175641,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,DEGREE (PASS) ,126425,BHABANIGONJ WOMENS DEGREE COLLEGE,BHABANIGONJ,BHABANIGONJ,1712912156,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,DEGREE (PASS) ,126427,MOHONGANJ DEGREE COLLEGE,MOHONGANG,ALIABAD,1716108916,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,HIGHER SECONDARY ,126432,DWIPNAGAR COLLEGE,DWIPNAGAR,DWIPNAGAR,1718020604,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,DEGREE (PASS) ,126421,MACHMAIL DEGREE COLLEGE,MACHMAIL,MACHMAIL,1309126421,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,DEGREE (HONORS),126422,BHABANIGANJ COLLEGE,BHABANIGANJ ,BHABANIGANJ,1715435237,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,DEGREE (PASS) ,126419,SALEHA-IMARAT DEGREE COLLEGE,Sankoa,Kamarbari,1711020676,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,HIGHER SECONDARY ,138870,GORSAR COLLEGE,GORSAR,HOLIKHALI,1713762601,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,HIGHER SECONDARY ,126434,DAMNASH COLLEGE,DAMNASH,DAMNASH,1712632001,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,HIGHER SECONDARY ,126435,M G (MOJOPARA HAT GANGOPARA) MOHILA COLLEGE,MOJOPARA,HATGANGOPARA,1737508967,PRIVATE,No,GIRLS,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,DEGREE (PASS) ,126423,BAGMRA COLLEGE,BAGMARA,BAGMARA,1715297469,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,HIGHER SECONDARY ,126428,MARIA COLLEGE,MARIA,MARIA,1710243369,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,DEGREE (PASS) ,126433,SAYEDPUR MOCHMOIL WOMENS COLLEGE,SAYEDPUR,MOCHMOIL,1711902798,PRIVATE,Yes,GIRLS,RURAL,PLAIN LAND
Rajshahi,Baghmara,COLLEGE,HIGHER SECONDARY ,126436,KHAL GRAM BISHNOPUR COLLAGE,BISHNOPUR,KHALGRAM,1712013781,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Boalia,COLLEGE,DEGREE (HONORS),126488,BARENDRA COLLEGE,KHANSHAMAR CHAK,GORAMARA,1713720888,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,HIGHER SECONDARY ,131993,"UPASHAHAR WOMANS COLLEGE,RAJSHAHI","UPASHAHAR,SECTION-2,190/1,",SENANIBASH,1911563025,PRIVATE,No,GIRLS,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,DEGREE (HONORS),126481,SHAH MOKHDUM COLLEGE,"163, NATOR ROAD",GHORAMARA,1814633210,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,DEGREE (PASS) ,126493,ALHAJ SUJAUDDULA COLLEGE,CANTANMENT,CANTANMENT,1711860369,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,DEGREE (HONORS),126489,"RAJSHAHI GOVT. CITY COLLEGE, RAJSHAHI",RAJAR HATA,GPO-6000,1717290241,PUBLIC,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,DEGREE (HONORS),126485,"BANGABANDHU DEGREE COLLEGE, RAJSHAHI",CHANDRIMA ABASIK ALAKA,PADMA ABASIK ,1309126485,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,MASTERS ,127040,MADAR BUX HOME ECONOMICS COLLEGE,PADMA ABASIK ELAKA,PADMA ABASIK,1753039332,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,HIGHER SECONDARY ,138106,WISDOM STANDARD COLLEGE,"HOLDING#0406-01, SEROIL, BOALIA, RAJSHAHI",GHORAMARA,1929666777,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,MASTERS ,126487,"RAJSHAHI GOVT WOMEN'S COLLEGE, RAJSHAHI",137,RAJSHAHI,1309126487,PUBLIC,No,GIRLS,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,DEGREE (PASS) ,126484,GOVT. SHAHID A.H.M. KAMARUZZAMAN DEGREE COLLEGE,UPASHAHAR,RAJSAHAI CANTONMENT,1739792413,PUBLIC,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,HIGHER SECONDARY ,136987,WAYMARK IDEAL COLLEGE,KADIRGANJ,GHORAMARA,1309136987,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,MASTERS ,126490,"RAJSHAHI GOVT. COLLEGE, RAJSHAHI",NATORE ROAD,RAJSHAHI,1718542852,PUBLIC,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Boalia,COLLEGE,HIGHER SECONDARY ,126491,MAHANAGAR MAHABIDDYALAYA,NOWDAPARA,SOPURA,1556302095,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Charghat,COLLEGE,DEGREE (PASS) ,126579,DAKRA DEGREE COLLEGE,DAKRA,DAKRA,1309126579,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Charghat,COLLEGE,DEGREE (PASS) ,126580,YOUSUFPUR COLLEGE,FUDKIPARA,YOUSUFPUR,1712279056,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Charghat,COLLEGE,HIGHER SECONDARY ,126589,BORAL ADARSHO WOMEN COLLEGE,JOTKATTIK,NANDANGACHI,1716390074,PRIVATE,No,GIRLS,RURAL,PLAIN LAND
Rajshahi,Charghat,COLLEGE,HIGHER SECONDARY ,126591,BHAYA LAXMIPUR BUDHIRHAT COLLEGE,BHAYALAXMIPUR,BANKRA,1309126591,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Charghat,COLLEGE,DEGREE (PASS) ,126583,CHARGHAT ALHAJJ M.A. HADI COLLEGE,64 CHARGHAT THANA ROAD,CHARGHAT,1714568068,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Charghat,COLLEGE,DEGREE (PASS) ,126587,CHARGHAT WOMEN'S DEGREE COLLEGE,CHARGHAT/637/BANASSOR BAGA,CHARGHAT,1738744009,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Charghat,COLLEGE,HIGHER SECONDARY ,126586,SHAHID ZIAUR RAHMAN COLLEGE,MAHATAB ROAD,CHOWMUHANI,1309126586,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Charghat,COLLEGE,HIGHER SECONDARY ,126588,SARDAH WOMEN'S COLLEGE,MUKTERPUR,SARDAHA,1727380951,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Charghat,COLLEGE,DEGREE (PASS) ,126584,NANDANGA CHI DEGREE COLLEGE,BORKOT PUR,NANDANGACHI,1309126584,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Charghat,COLLEGE,HIGHER SECONDARY ,126590,RAWTHA COLLEGE,RAOTA,MIRGANJ,1309126590,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Charghat,COLLEGE,DEGREE (HONORS),126582,SARDAH GOVT. MOHAVIDYALOYA,SARDAH,SARDAH,1309126582,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Charghat,COLLEGE,DEGREE (PASS) ,126585,SHOLUA DEGREE COLLEGE,SHALUA,SHALUA,1309126585,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Durgapur,COLLEGE,HIGHER SECONDARY ,126658,ALIPUR MODEL COLLEGE,ALIPUR,BELGHORIA,1714930604,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Durgapur,COLLEGE,DEGREE (PASS) ,126661,HAT KANPARA ZOBEDA DEGREE COLLEGE,KHIDRA KHALSI,BAKHTIARPUR,1711014350,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Durgapur,COLLEGE,MASTERS ,126660,DAOKANDI GOVT. DEGREE COLLEGE,DAOKANDI,DAOKANDI,1722350012,PUBLIC,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Durgapur,COLLEGE,DEGREE (PASS) ,126663,JHALUKA COLLEGE,JHALUKA,AMGASIHAT,1558796402,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Durgapur,COLLEGE,DEGREE (PASS) ,126664,DURGAPUR WOMANS COLLEGE,DURGAPUR,DURGAPUR,1712026088,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Durgapur,COLLEGE,DEGREE (PASS) ,126662,BAKHTIARPUR DEGREE COLLEGE,BAKHTIARPUR,BAKHTIARPUR,1740866395,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Durgapur,COLLEGE,HIGHER SECONDARY ,136255,DABIPUR COLLEGE,DABIPUR,DURGAPUR,1712499851,PRIVATE,No,CO-EDUCATION JOINT,OTHER POURA AREA,PLAIN LAND
Rajshahi,Durgapur,COLLEGE,HIGHER SECONDARY ,126666,NAOPARA COLLEGE,NAOPARA,NAOPARA,1711389643,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Durgapur,COLLEGE,HIGHER SECONDARY ,126665,DHARAMPUR COLLEGE,DHARAMPUR,PANANAGAR,1716471825,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Durgapur,COLLEGE,DEGREE (PASS) ,126659,DURGAPURDIGREE COLLEGE,SINGGA,DURGAPUR,1717290413,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Godagari,COLLEGE,HIGHER SECONDARY ,126758,PAKRI COLLEGE,"VILL-PAKRI, ",PAKRI,1716060799,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Godagari,COLLEGE,DEGREE (PASS) ,126757,KAKAN HAT COLLEGE,KAKONHAT POUROSHAVA,KAKANHAT,1309126757,PRIVATE,Yes,CO-EDUCATION JOINT,OTHER POURA AREA,PLAIN LAND
Rajshahi,Godagari,COLLEGE,DEGREE (PASS) ,126761,PREMTALI DEGREE COLLEGE,KANTHALBARIA,PREMTALI,1309126761,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Godagari,COLLEGE,HIGHER SECONDARY ,126764,PALPUR DARAMPUR COLLEGE,PALPUR ROAD,DHARAMPUR,1715137927,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Godagari,COLLEGE,DEGREE (PASS) ,126763,RAJABARI MAHABIDDALAYA,BIJOYNAGAR,RAJABARI HAT,1774852422,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Godagari,COLLEGE,DEGREE (PASS) ,126759,GODARARI MAHILA DEGREE COLLEGE,MAHISHALBARI,MAHISALBARI,1720540343,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Godagari,COLLEGE,DEGREE (HONORS),126762,GODAGARI  COLLEGE,JOTGOSHI DAS,GODAGARI,1309126762,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Godagari,COLLEGE,DEGREE (PASS) ,126760,MATIKATA ADARSHA DEGREE COLLEGE,UJAN PARA,MATIKATA,1718017706,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Matihar,COLLEGE,HIGHER SECONDARY ,135410,RAJSHAHI COMMERCE COLLEGE,KAZLA,KAZLA,1726809910,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Matihar,COLLEGE,DEGREE (PASS) ,126482,ISLAMIA  COLLEGE,125/MIRZAPUR,BINODPUR BAZAR,1716728550,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Matihar,COLLEGE,DEGREE (PASS) ,126772,KAMELA HAQUE DEGREE COLLEGE,MIRJAPUR,BINODPUR BAZAR,1712225300,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Matihar,COLLEGE,HIGHER SECONDARY ,131972,MOTIHAR COLLEGE,DHARAMPUR,BINODPUR BAZAR,1734885061,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,DEGREE (PASS) ,126842,MOHABBATPUR KHANPUR DEGREE COLLEGE,KHANPUR,DHURAIL,1712243540,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,DEGREE (PASS) ,126844,BASANTA KEDAR COLLEGE,BASANTA KEDAR,BASANTAKEDAR,1733265122,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,HIGHER SECONDARY ,126852,MOUGACHHI  COLLEGE,MOUGACHHI,MOUGACHHI,1724982117,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,DEGREE (PASS) ,126846,MOHAN PUR MAHILA COLLEGE,SAIPARA,MOHANPUR,1748070804,PRIVATE,Yes,GIRLS,UPAZILA SADAR NOT POURA,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,HIGHER SECONDARY ,126851,DHAMIN NAOGAON IDEAL COLLEGE,DHAMIN NAOGAON,DHAMIN NAOGAON,1713730877,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,HIGHER SECONDARY ,131979,DURGA PUR ADARSHA  WOMENS COLLEGE,DURGAPUR,DHOPAGHATA  ,1711789927,PRIVATE,No,GIRLS,RURAL,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,DEGREE (PASS) ,126845,SHYAMPUR HAT  DEGREE  COLLEGE,SHYAMPUR,GOCHA,1717883664,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,DEGREE (HONORS),126847,MOHANPUR GIRLS DEGREE COLLEGE,MOHANPUR,MOHANPUR,1726730989,PRIVATE,Yes,GIRLS,UPAZILA SADAR NOT POURA,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,DEGREE (HONORS),126840,KESHAR HAT DEGREE COLLEGE,RAYGHATI,KESHARHAT,1711445576,PRIVATE,Yes,CO-EDUCATION JOINT,OTHER POURA AREA,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,DEGREE (PASS) ,126850,DHOPAGHATA DEGREE COLLEGE,DHOPAGHATA,DHOPAGHATA,1711904534,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,HIGHER SECONDARY ,126848,PAKURIA  COLLEGE,PAKURIA ,KHOTALIPARA,1712541571,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,DEGREE (PASS) ,126843,ATRAI AGRANI DEGREE COLLEGE,"ATRAI 999/ KESHORHAT ROAD, MOHANPUR, RAJSHAHI",GHOCHA,1711968829,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,HIGHER SECONDARY ,126849,KESHOR HAT WOMENS COLLEGE,ROYGHATI,KESHORHAT,1718280207,PRIVATE,Yes,GIRLS,OTHER POURA AREA,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,DEGREE (HONORS),126841,MOHON PUR DEGREE COLLEGE,MOHONPUR,MOHANPUR,1712761822,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,PLAIN LAND
Rajshahi,Mohanpur,COLLEGE,HIGHER SECONDARY ,132002,DHORAIL ADARSHA MOHABIDDALOY,DHUROIL,DHUROIL,1711153465,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,HIGHER SECONDARY ,126929,DAMKURAHAT COLLEGE,DAMKURAHAT,DAMKURAHAT,1309126929,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,DEGREE (HONORS),126930,ADARSHA DEGREE COLLGE,KATAKHALI BAZAR,SHAMPUR,1768923566,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,DEGREE (PASS) ,126926,KABI KAZI NAZRUL ISLAM COLLEGE,PURAPUKUR,KHARKHARI,1713724818,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,HIGHER SECONDARY ,126927,DARUSHA COLLEGE,DARUSHA,DARUSHA,1309126927,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,HIGHER SECONDARY ,126937,VERAPORA ADARSHA COLLEGE,VERAPORA,DAOKANDI,1736236721,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,HIGHER SECONDARY ,131948,DANGER HAT  WOMENS  COLLEGE,DAINGERHAT,DARUSHA,1730184420,PRIVATE,No,GIRLS,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,DEGREE (HONORS),126932,NOWHATA WOMEN'S DEGREE COLLEGE,NOWHATA,NOWHATA BAZAR,1720614822,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Paba,COLLEGE,HIGHER SECONDARY ,137064,K.H. TIKOR COLLEGE,KOLARTIKOR,SHITLAI,1761590523,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,HIGHER SECONDARY ,126928,M R K COLLEGE,"927, Kukhandi",Budhpara,1309126928,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,HIGHER SECONDARY ,126934,KASHIA DANGA COLLEGE,KASHIA DANGA,RAJSHAHI CORT,1716773393,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Paba,COLLEGE,HIGHER SECONDARY ,126936,DARSHANPARA SHAHEED KAMRUZZAMAN COLLEGE,DARSHANPARA,DARSHAN PARA,1712274812,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,DEGREE (PASS) ,126935,HAT RAMCHANDRAPUR DEGREE COLLEGE,HAT RANCHANDROPUR,HATGODAGARI,1713744850,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Paba,COLLEGE,DEGREE (HONORS),126933,NAOHATA DEGREE COLLEGE,NAOHATA,NAOHATA,1719679734,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Puthia,COLLEGE,DEGREE (PASS) ,127014,LASKHERPUR DEGREE MAHAVIDYA NIKETAN,PUTHIA,PUTHIA,1716385845,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Puthia,COLLEGE,DEGREE (HONORS),127013,BANESWAR COLLEGE,BANESWAR,BANESHWAR,1714232622,PUBLIC,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Puthia,COLLEGE,DEGREE (PASS) ,127021,DHOPA PARA MEMORIAL DEGREE COLLEGE,DHOPA PARA,DHOPA PARA,1309127021,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Puthia,COLLEGE,HIGHER SECONDARY ,127012,BIRALDAH COLLEGE,BIRALDAH,SHIBPUR HAT,1712942705,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Puthia,COLLEGE,HIGHER SECONDARY ,127019,JAMIRA COLLEGE,JAMIRA,JAMIRA,1716735851,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Puthia,COLLEGE,DEGREE (PASS) ,127017,POCHAMARIA DEGREE COLLEGE,POCHAMARIA,POCHAMARIA,1715008351,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Puthia,COLLEGE,DEGREE (PASS) ,127016,PUTHIA MOHILA DEGREE COLLEGE,KATHALBARIA,PUTHIA,1718281696,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Puthia,COLLEGE,DEGREE (PASS) ,127020,PANGU SHISHU NIKETON S A   DEGREE COLLEGE,SADON PUR,SADON PUR,1716844856,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Puthia,COLLEGE,DEGREE (PASS) ,127010,IDEAL DEGREE COLLEGE,BELPUKURIA,JAMIRA,1711578620,PRIVATE,Yes,CO-EDUCATION JOINT,,PLAIN LAND
Rajshahi,Puthia,COLLEGE,DEGREE (PASS) ,127015,PUTHIA ISLAMIA MOHILA COLLEGE,KRISHNOPUR,PUTHIA,1710873535,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Puthia,COLLEGE,DEGREE (PASS) ,127018,DHOKRAKUL DEGREE COLLEGE,DHOKRAKUL,DHOKRAKUL,1727011427,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Puthia,COLLEGE,HIGHER SECONDARY ,127011,BELPUKURIA WOMENS COLLEGE,JOTH VAGIROTHPUR,JAMIRA,1309127011,PRIVATE,No,GIRLS,RURAL,PLAIN LAND
Rajshahi,Rajpara,COLLEGE,DEGREE (PASS) ,127037,HAJI JAMIRUDDIN SHAFINA MOHILA COLLEGE,LAXMIPUR VATAPARA,RAJSHAHI-6000,8801731354575,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Rajshahi,Rajpara,COLLEGE,DEGREE (HONORS),127039,RAJSHAHI COURT COLLEGE,HAROGRAM,RAJSHAHI COURT,1711000210,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Rajpara,COLLEGE,MASTERS ,127038,NEW GOVT. DEGREE COLLEGE,89 NATOR ROAD,GPO,1670039520,PUBLIC,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Shah Makhdum,COLLEGE,HIGHER SECONDARY ,127041,RAJSHAHI  RESIDENTIAL  COLLEGE,BYPASS ROAD,SOPURA,1861399946,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Shah Makhdum,COLLEGE,HIGHER SECONDARY ,131994,"EVER GREEN MODEL COLLEGE,RAJSHAHI",à¦°à¦¾à¦œà¦¶à¦¾à¦¹à§€,SOPURA,1717672874,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Shah Makhdum,COLLEGE,DEGREE (PASS) ,126486,METROPOLITAN  COLLEGE,PABA NATUN PARA,SAPURA,1711962100,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Shah Makhdum,COLLEGE,HIGHER SECONDARY ,133460,"SHAHID BUDDHIJIBI GOVERNMENT COLLEGE,RAJSHAHI",205,SAPURA,1718701458,PUBLIC,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Rajshahi,Tanore,COLLEGE,DEGREE (PASS) ,127140,FAZAR ALI MOLLA DEGREE COLLEGE,SADIPUR,MUNDUMALA HAT,1716710857,PRIVATE,Yes,CO-EDUCATION JOINT,OTHER POURA AREA,PLAIN LAND
Rajshahi,Tanore,COLLEGE,DEGREE (PASS) ,127143,MONDUMALA  WOMENS  DEGREE  COLLEGE,SHADIPUR,MONDUMALA HAT,1750231361,PRIVATE,Yes,GIRLS,OTHER POURA AREA,PLAIN LAND
Rajshahi,Tanore,COLLEGE,HIGHER SECONDARY ,127148,MOHAMMADPUR MUKTIZODDHA MEMORIAL COLLEGE,MOHAMMADPUR,MOHAMMADPUR,1740989937,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Rajshahi,Tanore,COLLEGE,DEGREE (HONORS),127136,TANORE MOHILA DEGREE COLLEGE,CHAPRA,TALANDA,1724268214,PRIVATE,Yes,GIRLS,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Tanore,COLLEGE,DEGREE (HONORS),127146,ABDUL KARIM SARKER DRGREE COLLEGE,TANORE,TANORE,1309127146,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Rajshahi,Tanore,COLLEGE,HIGHER SECONDARY ,127139,MADARIPUR IDEAL COLLEGE,MADARIPUR,MALSHERA,1711739819,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
